Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
2014-1-FR01-KA102-001464,2016-2017,2016-03,2016-03,5.0,Staff training abroad,Education,FR,??? - ? Unknown ?,Male,Staff,No,No,No,51,FR,BREUIL LE VERT,LP ROBERVAL,-,ES,Barcelona,IES Consulting,-,1.0
2019-1-IE02-KA103-000639,2019-2020,2019-07,2019-12,163.0,Student mobility for traineeships between Programme Countries,"Engineering and engineering trades, not elsewhere classified",IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,IE,LIMERICK,UNIVERSITY OF LIMERICK,IRLLIMERIC01,UK,Edinburgh,Quoceant,-,1.0
2018-1-IT02-KA103-047281,2019-2020,2019-09,2019-09,5.0,Staff mobility for teaching between Programme Countries,Earth sciences,IT,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,Staff,No,No,No,-,IT,BENEVENTO,UNIVERSITA DEGLI STUDI DEL SANNIO,I  BENEVEN02,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1.0
2018-1-SI01-KA103-046760,2018-2019,2018-10,2019-06,247.0,Student mobility for studies between Programme Countries,Music and performing arts,SI,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,SI,LJUBLJANA,UNIVERZA V LJUBLJANI,SI LJUBLJA01,PT,LISBON,INSTITUTO POLITECNICO DE LISBOA,P  LISBOA05,1.0
2015-1-DE02-KA102-002147,2017-2018,2017-04,2017-05,54.0,VET learners traineeships in vocational institutes abroad,Training for pre-school teachers,DE,??? - ? Unknown ?,Female,Learner,No,No,No,22,DE,Wolfsburg,Berufsbildende Schulen Anne-Marie Tausch Wolfsburg,-,PL,Opole,Pro Liberis Silesiae,-,1.0
2015-1-LT01-KA102-013056,2016-2017,2016-01,2016-02,31.0,VET learners traineeships in vocational institutes abroad,Building and civil engineering,LT,??? - ? Unknown ?,Male,Learner,No,No,No,18,LT,Veisiejai,Veisieju technologijos ir verslo mokykla,-,DE,Waren (Mueritz),UEAZ Waren/Grevesmuehlen e.V.,-,1.0
2018-1-DE01-KA103-003725,2019-2020,2019-02,2019-06,140.0,Student mobility for studies between Programme Countries,"Social and behavioural sciences, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24,DE,Giessen,JUSTUS-LIEBIG-UNIVERSITAET GIESSEN,D  GIESSEN01,EE,Tartu,TARTU ULIKOOL,EE TARTU02,1.0
2014-1-NO01-KA102-000098,2015-2016,2015-03,2015-03,23.0,VET learners traineeships in companies abroad,Health and welfare,NO,??? - ? Unknown ?,Female,Learner,No,No,No,18,NO,�lesund,Borgund Vidaregåande Skole,-,ES,Alfaz del Pi,Costa Blanca Klinikken,-,1.0
2017-1-ES01-KA107-037375,2019-2020,2019-01,2019-06,137.0,Student mobility for Studies To/From Partner Countries,Social work and counselling,AU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,AU,"PENRITH, NSW",University of Western Sydney,-,ES,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,E  MADRID03,1.0
2017-1-ES01-KA102-037599,2018-2019,2018-04,2018-06,73.0,VET learners traineeships in companies abroad,Management and administration,ES,ISCED-4 - Post-secondary non-tertiary education,Male,Learner,No,No,No,22,ES,MADRID,INSTITUTO ENSEÑANZA SECUNDARIA VILLABLANCA,E  MADRID53,PT,Lisboa,"Torre Distinta, Lda",-,1.0
2017-1-SK01-KA103-035019,2018-2019,2018-08,2018-11,120.0,Student mobility for traineeships between Programme Countries,Veterinary,SK,ISCED-9 - Not elsewhere classified,Female,Learner,No,No,No,27,SK,Kosice,UNIVERZITA VETERINARSKEHO LEKARSTVA A FARMACIE V KOSICIACH,SK KOSICE01,ES,Santa Cruz de Tenerife,Hospital Veterinario - Taco,-,1.0
2018-1-ES01-KA103-048104,2018-2019,2018-09,2019-06,256.0,Student mobility for studies between Programme Countries,"Languages, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,ES,CERDANYOLA BARCELONA,UNIVERSITAT AUTONOMA DE BARCELONA,E  BARCELO02,UK,BIRMINGHAM,THE UNIVERSITY OF BIRMINGHAM,UK BIRMING02,2.0
2015-1-FI01-KA103-008717,2015-2016,2015-10,2015-10,5.0,Staff mobility for teaching between Programme Countries,Philosophy and ethics,FI,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Staff,No,No,No,-,FI,HELSINKI,HELSINGIN YLIOPISTO,SF HELSINK01,NL,Rotterdam,ERASMUS UNIVERSITEIT ROTTERDAM,NL ROTTERD01,1.0
2015-1-UK01-KA103-012758,2016-2017,2016-02,2016-05,117.0,Student mobility for studies between Programme Countries,Fine arts,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,UK,NEWCASTLE UPON TYNE,UNIVERSITY OF NEWCASTLE UPON TYNE,UK NEWCAST01,FR,Montpellier,Ecole Supérieure des Beaux-Arts de Montpellier Agglomération,F  MONTPEL48,1.0
2017-1-BG01-KA103-035499,2017-2018,2017-08,2017-11,101.0,Student mobility for traineeships between Programme Countries,Transport services,BG,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23,BG,Varna,Nikola Yonkov Vaptsarov Naval Academy,BG VARNA05,DE,Regensburg,Galaxy Power GmbH,-,1.0
2015-1-SI01-KA101-012335,2016-2017,2016-06,2016-06,2.0,Structured Courses/Training Events,Education,SI,??? - ? Unknown ?,Female,Staff,No,No,No,35,UK,London,Vauxhall primary school and chlidren`s centre,-,UK,Brighton,"Ground floor, Lion building",-,1.0
2015-3-FR02-KA105-010816,2016-2017,2016-09,2016-10,21.0,Mobility of youth workers - Partner Countries,? Unknown ?,EG,??? - ? Unknown ?,Male,Staff,No,No,No,19,EG,Cairo,Mahatat for contemporary art,-,EG,Cairo,Mahatat for contemporary art,-,1.0
2016-3-DE04-KA105-014834,2017-2018,2017-04,2017-04,2.0,Mobility of youth workers - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Staff,No,No,No,33,EL,Athens,Eteria Kinonikis kai Politistikis Stiriksis Palinostoudon Omogenon - NOSTOS,-,EL,Athens,Eteria Kinonikis kai Politistikis Stiriksis Palinostoudon Omogenon - NOSTOS,-,1.0
2016-1-IT02-KA103-022774,2017-2018,2017-02,2017-06,124.0,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,25,IT,PISA,UNIVERSITA DI PISA,I  PISA01,NL,AMSTERDAM,STICHTING VU,NL AMSTERD02,1.0
2015-1-SI01-KA103-012455,2016-2017,2016-10,2017-01,110.0,Student mobility for traineeships between Programme Countries,Medicine,SI,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25,SI,MARIBOR,UNIVERZA V MARIBORU,SI MARIBOR01,AT,Feldkirch,Landeskrankenhaus Feldkirch,-,1.0
2015-1-PL01-KA102-014778,2016-2017,2016-05,2016-06,28.0,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",PL,??? - ? Unknown ?,Female,Learner,No,No,No,44,PL,Gdańsk,Zespol Szkol Gastronomiczno-Hotelarskich,-,ES,Granada,EUROPROYECTOS LEONARDO DA VINCI S.L.,-,1.0
2014-1-EL01-KA103-000023,2015-2016,2015-02,2015-07,146.0,Student mobility for studies between Programme Countries,Food processing,EL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,EL,ATHENS,AGRICULTURAL UNIVERSITY OF ATHENS,G  ATHINE03,FR,COMPIEGNE,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,F  COMPIEG01,1.0
2014-1-DE01-KA103-000228,2014-2015,2014-08,2014-12,121.0,Student mobility for studies between Programme Countries,Building and civil engineering,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,DE,M?nchen,HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN MUNCHEN,D  MUNCHEN06,FI,Jyv?skyl?,JYVASKYLAN AMMATTIKORKEAKOULU,SF JYVASKY11,1.0
2014-1-TR01-KA103-000616,2014-2015,2014-10,2015-02,143.0,Student mobility for studies between Programme Countries,Sports,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,TR,Istanbul,Halic University,TR ISTANBU15,SI,LJUBLJANA,UNIVERZA V LJUBLJANI,SI LJUBLJA01,1.0
2016-1-FR01-KA103-023232,2017-2018,2017-05,2017-07,61.0,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",FR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Learner,No,No,No,18,FR,LANNION,Lycée Félix Le  Dantec,F  LANNION05,UK,SAFFRON WALDEN,Tank HM Limited,-,1.0
2016-1-DE01-KA103-002404,2017-2018,2017-02,2017-06,124.0,Student mobility for studies between Programme Countries,Medicine,DE,ISCED-9 - Not elsewhere classified,Male,Learner,No,No,No,22,DE,Heidelberg,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,D  HEIDELB01,AT,Wien,MEDIZINISCHE UNIVERSITAET WIEN,A  WIEN64,1.0
2016-3-IE01-KA105-025479,2017-2018,2017-04,2017-04,2.0,Mobility of youth workers - Programme Countries,? Unknown ?,IE,??? - ? Unknown ?,Female,Staff,No,No,Yes,31,IE,Dublin 1,Sail Training Ireland for Youth Development,-,IE,Dublin 1,Sail Training Ireland for Youth Development,-,1.0
2018-2-TR01-KA105-060153,2019-2020,2019-04,2019-05,6.0,Mobility of youth workers - Programme Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Staff,No,No,No,41,TR,Istanbul,AVRUPANIN GELECEGI GENCLIK DERNEGI,-,TR,Trabzon,AVRUPANIN GELECEGI GENCLIK DERNEGI,-,1.0
2018-1-AT01-KA103-038766,2018-2019,2018-09,2019-01,150.0,Student mobility for studies between Programme Countries,Psychology,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,25,AT,WIEN,UNIVERSITAT WIEN,A  WIEN01,ES,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,-,1.0
2017-1-ES01-KA102-037538,2018-2019,2018-06,2018-08,57.0,VET learners traineeships in companies abroad,"Information and Communication Technologies (ICTs), not elsewhere classified",ES,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,19,ES,Alcalá de Guadaíra,Instituto de Educación Secundaria Cristóbal de Monroy,E  SEVILLA15,IE,Cork,PC Maestro,-,1.0
2015-1-IT01-KA102-004309,2016-2017,2016-01,2016-02,21.0,VET learners traineeships in companies abroad,Hair and beauty services,RO,??? - ? Unknown ?,Female,Learner,No,No,No,17,IT,Trento,"IFP ""S. Pertini"" Servizi alla Persona e del Legno",-,UK,Chester,CONLAN SCHOOL LIMITED,-,1.0
2014-1-IT02-KA103-002530,2014-2015,2014-09,2015-05,257.0,Student mobility for studies between Programme Countries,Languages,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,IT,VERONA,UNIVERSITA DEGLI STUDI DI VERONA,I  VERONA01,UK,EDINBURGH,THE UNIVERSITY OF EDINBURGH,UK EDINBUR01,2.0
2015-1-IT02-KA103-013916,2015-2016,2015-09,2016-07,295.0,Student mobility for studies between Programme Countries,Veterinary,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,IT,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,I  TORINO01,FR,Maisons-Alfort,ECOLE NATIONALE VETERINAIRE D'ALFORT,F  MAISONS01,1.0
2016-1-RO01-KA105-024183,2017-2018,2017-02,2017-02,7.0,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,Yes,No,No,17,RO,CRISTURU SECUIESC HARGHITA,ASOCIATIA DE TINERI DIN ARDEAL,-,RO,Madaras Harghita,ASOCIATIA DE TINERI DIN ARDEAL,-,1.0
2017-1-HU01-KA102-035816,2017-2018,2017-06,2017-07,22.0,VET learners traineeships in companies abroad,Education,HU,ISCED-9 - Not elsewhere classified,Male,Learner,No,Yes,No,15,HU,Kaposvár,Kaposvari SZC Szechenyi István Kereskedelmi és Vendeglatoipari Szakkepzo Iskolaja,-,HR,Poreč,Riviera Adria dionicko drustvo za turizam,-,1.0
2014-3-LV02-KA105-000491,2015-2016,2015-04,2015-04,2.0,Youth Exchanges - Programme Countries,? Unknown ?,SI,??? - ? Unknown ?,Female,Learner,No,No,Yes,24,SI,Maribor,Klub mariborskih studentov,-,LV,Jelgava,Sistema un G Latvija,-,1.0
2016-1-PL01-KA105-024137,2016-2017,2016-08,2016-08,7.0,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,Yes,No,25,IT,poggiardo- Lecce,ASSOCIAZIONE CULTURALE JUMPIN,-,PL,Brzoz�w,Górniczy Klub Sportowy GÓRNIK Grabownica,-,1.0
2016-3-DE04-KA105-014581,2017-2018,2017-02,2017-02,8.0,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,Yes,No,16,IE,Dublin,Neighbourhood Youth Project 2,-,DE,Hattingen,Freizeitwerk Welper e.V.,-,1.0
2016-3-TR01-KA105-036906,2017-2018,2017-08,2017-10,59.0,European Voluntary Service - Partner Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Learner,No,Yes,No,23,TR,BURSA,ULUDAG UNIVERSITESI,TR BURSA01,UA,Sumy,"Sums'ka Mis'ka Hromads'ka Organizatsiia ""Tsentr Ievropeiskikh Initsiatyv""",-,1.0
2018-1-SK01-KA103-045969,2018-2019,2018-09,2019-02,150.0,Student mobility for traineeships between Programme Countries,Teacher training with subject specialization,SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,27,SK,Komárno,Univerzita J. Selyeho,SK KOMARNO01,HU,Kocs,Mesekert Óvoda és Bölcsöde,-,1.0
2018-1-UK01-KA103-046945,2019-2020,2019-08,2019-09,60.0,Student mobility for traineeships between Programme Countries,Music and performing arts,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,36,UK,Sidcup,Rose Bruford College of Theatre and Performance,UK SIDCUP01,TR,Levent,Dot Theatre,-,1.0
2018-1-CZ01-KA101-047529,2019-2020,2019-03,2019-03,7.0,Job Shadowing,Education,CZ,??? - ? Unknown ?,Female,Staff,No,No,No,39,CZ,Kolín,"Základní skola Kolin V., Mnichovická 62",-,SI,Veržej,Osnovna Sola Verzej,-,1.0
2017-1-ES01-KA103-036047,2017-2018,2017-09,2018-01,118.0,Student mobility for studies between Programme Countries,Education science,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19,ES,CORDOBA,UNIVERSIDAD DE CORDOBA,E  CORDOBA01,PL,KIELCE,UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH,PL KIELCE02,1.0
2016-1-UK01-KA103-023627,2017-2018,2017-05,2017-06,6.0,Staff mobility for teaching between Programme Countries,Economics,SE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,-,UK,DURHAM,UNIVERSITY OF DURHAM,UK DURHAM01,IT,PISA,UNIVERSITA DI PISA,I  PISA01,1.0
2016-1-DE02-KA102-003137,2016-2017,2016-07,2016-07,26.0,VET learners traineeships in companies abroad,Business and administration,DE,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,19,DE,Stuttgart,LearnBiz.com GmbH,-,UK,Northampton,"Wieland England, Lda - Nemco Metals International Ltd.",-,1.0
2018-3-NO02-KA105-001344,2019-2020,2019-05,2019-05,10.0,Youth Exchanges - Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Female,Learner,No,Yes,No,17,SK,Košice - okolie,OZ Care4You,-,UK,Cardiff,Horn Development Association Community Interest Company HDA,-,1.0
2015-1-FR02-KA105-009713,2015-2016,2015-09,2015-10,6.0,Youth Exchanges - Programme Countries,? Unknown ?,FR,??? - ? Unknown ?,Female,Learner,No,No,No,20,FR,Nancy,ANESTAPS,-,FR,ORSAY,PASSE-SPORT,-,1.0
2017-1-PL01-KA103-035796,2018-2019,2018-07,2018-09,63.0,Student mobility for traineeships between Programme Countries,Mechanics and metal trades,PL,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,Learner,No,No,No,27,PL,KOSZALIN,POLITECHNIKA KOSZALINSKA,PL KOSZALI01,DE,WISMAR,HOCHSCHULE WISMAR,D  WISMAR01,1.0
2018-1-RO01-KA101-048126,2019-2020,2019-01,2019-01,7.0,Structured Courses/Training Events,Education,RO,??? - ? Unknown ?,Female,Staff,No,No,No,55,RO,Falticeni,Colegiul Tehnic Mihai Bacescu,-,SI,Ljubljana,Skupina Primera d.o.o.,-,1.0
2015-1-PT02-KA105-002249,2015-2016,2015-10,2015-11,6.0,Mobility of youth workers - Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Male,Staff,No,No,No,29,ES,Barcelona,Federació Catalana d'Escoltisme i Guiatge,-,PT,Porto,CORPO NACIONAL DE ESCUTAS,-,1.0
2018-1-BE01-KA103-038515,2019-2020,2019-01,2019-01,3.0,Staff mobility for training between Programme Countries,? Unknown ?,BE,??? - ? Unknown ?,Female,Staff,No,No,No,-,BE,Bruxelles,Haute Ecole Léonard de Vinci,B  BRUXEL87,DE,SCHWABISCH GMUND,PADAGOGISCHE HOCHSCHULE SCHWABISCH GMUND,D  SCHWA-G01,1.0
2017-1-CZ01-KA102-035173,2018-2019,2018-10,2018-11,12.0,VET learners traineeships in vocational institutes abroad,Handicrafts,CZ,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,23,CZ,Hradec Králové,"Stredni umeleckoprumyslova skola hudebnich nastroju a nabytku, Hradec Kralove, 17. listopadu 1202",-,UK,PLYMOUTH,TELLUS EDUCATION GROUP LIMITED,-,1.0
2018-1-DE03-KA101-046667,2019-2020,2019-04,2019-04,5.0,Structured Courses/Training Events,Teacher training with subject specialization,DE,??? - ? Unknown ?,Female,Staff,No,No,No,55,DE,Löningen,Copernicus-Gymnasium Löningen,-,ES,Sitges,iHola! Spanish Courses,-,1.0
2014-1-FI01-KA103-000081,2014-2015,2014-11,2014-11,3.0,Staff mobility for teaching between Programme Countries,"Social and behavioural sciences, not further defined",FI,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Staff,No,No,No,-,FI,JYVASKYLA,JYVASKYLAN YLIOPISTO,SF JYVASKY01,PT,LISBOA,INSTITUTO UNIVERSITARIO DE LISBOA,P  LISBOA07,1.0
2018-1-IT02-KA103-047120,2018-2019,2018-09,2019-02,143.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22,IT,MILAN,UNIVERSITA COMMERCIALE LUIGI BOCCONI,I  MILANO04,PT,Lisbon,UNIVERSIDADE DE LISBOA,P  LISBOA109,1.0
2017-1-UK01-KA103-035570,2017-2018,2017-09,2018-06,296.0,Student mobility for studies between Programme Countries,Psychology,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,UK,COVENTRY,THE UNIVERSITY OF WARWICK,UK COVENTR01,ES,BARCELONA,UNIVERSITAT DE BARCELONA,E  BARCELO01,1.0
2016-1-ES01-KA103-023841,2016-2017,2016-10,2017-06,254.0,Student mobility for studies between Programme Countries,"Languages, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19,ES,MADRID,UNIVERSIDAD PONTIFICIA COMILLAS,E  MADRID02,UK,SWANSEA,SWANSEA UNIVERSITY,UK SWANSEA01,1.0
2015-1-DE01-KA103-001769,2015-2016,2015-09,2016-01,132.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24,DE,Karlsruhe,KARLSRUHER INSTITUT FUER TECHNOLOGIE,D  KARLSRU01,BE,Louvain,UNIVERSITE CATHOLIQUE DE LOUVAIN,B  LOUVAIN01,1.0
2017-1-DE02-KA102-003837,2017-2018,2017-07,2017-10,92.0,VET learners traineeships in companies abroad,"Travel, tourism and leisure",DE,ISCED-4 - Post-secondary non-tertiary education,Female,Learner,No,No,No,18,DE,Grafenau,Staatliche Berufsfachschule für Hotel- und Tourismusmanagement Grafenau,-,ES,Rinc?n de la Victoria,TCT15 servicios culturales SL,-,1.0
2018-1-DE01-KA103-004019,2019-2020,2019-02,2019-05,92.0,Student mobility for traineeships between Programme Countries,"Education, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,DE,WUPPERTAL,BERGISCHE UNIVERSITAET  WUPPERTAL,D  WUPPERT01,UK,Brighton,Pumpkin Patch Nursery,-,1.0
2015-1-FR01-KA103-013244,2016-2017,2016-03,2016-06,91.0,Student mobility for studies between Programme Countries,Mechanics and metal trades,FR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Learner,No,No,No,20,FR,VILLENEUVE D'ASCQ,UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE - LILLE I,F  LILLE01,BE,Brussel,Odisee vzw,B  BRUSSEL48,1.0
2017-1-HU01-KA105-035870,2017-2018,2017-05,2017-05,8.0,Youth Exchanges - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Female,Learner,No,No,Yes,24,UK,Essex,LoveLife Generation,-,HU,Csákberény,Szabad Ter Egyesulet,-,1.0
2014-1-NL01-KA102-000172,2015-2016,2015-05,2015-10,167.0,VET learners traineeships in companies abroad,"Travel, tourism and leisure",NL,??? - ? Unknown ?,Male,Learner,No,No,No,22,NL,Nijmegen,Stichting ROC Nijmegen e.o.,-,ES,Chiclana de la Frontera,Novojet Nautica Y Aventura,-,1.0
2018-1-DE01-KA103-003653,2018-2019,2018-08,2018-12,112.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,DE,MAINZ,HOCHSCHULE MAINZ UNIVERSITY OF APPLIED SCIENCES,D  MAINZ08,EE,TALLINN,EBS EDUCATION OU,EE TALLINN02,1.0
2014-1-NL01-KA102-000121,2015-2016,2015-06,2015-06,5.0,Staff training abroad,Education,NL,??? - ? Unknown ?,Female,Staff,No,No,No,51,NL,Hengelo,STICHTING REGIONAAL OPLEIDINGENCENTRUM VAN TWENTE,-,UK,London,Timebank London,-,2.0
2018-1-UK01-KA103-046922,2019-2020,2019-02,2019-06,134.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,UK,COVENTRY,THE UNIVERSITY OF WARWICK,UK COVENTR01,DE,MANNHEIM,UNIVERSITAET MANNHEIM,D  MANNHEI01,1.0
2019-1-UK01-KA102-060569,2019-2020,2019-08,2019-09,18.0,Mobility of VET learners (2 weeks up to 3 months),Engineering and engineering trades,UK,ISCED-4 - Post-secondary non-tertiary education,Male,Learner,No,No,No,26,UK,FARNBOROUGH,BAE SYSTEMS (OPERATIONS) LIMITED,-,DE,MUNCHEN,MTU AERO ENGINES AG,-,1.0
2018-1-IT02-KA101-047669,2019-2020,2019-12,2019-12,5.0,Structured Courses/Training Events,Economics,IT,??? - ? Unknown ?,Female,Staff,No,No,No,52,IT,SANTA MARIA A VICO,I.S.I.S.S. Majorana,-,CZ,Prague,ITC International TEFL Certificate s.r.o.,-,1.0
